PL NO.,COMPANY,COMMODITY,STATUS,EXPIRY DATE,AREA,MINERAL RIGHT,AREA ORIG
PL567/2009,New Hana Mining Botswana (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20140930,"1,000.00",Metals,"1,000.00"
PL568/2009,New Hana Mining Botswana (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20140930,"1,000.00",Metals,"1,000.00"
PL569/2009,New Hana Mining Botswana (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20140930,"1,000.00",Metals,"1,000.00"
PL570/2009,New Hana Mining Botswana (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20140930,"1,000.00",Metals,"1,000.00"
PL571/2009,New Hana Mining Botswana (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20140930,"1,000.00",Metals,"1,000.00"
PL117/2011,Eversharp Investments (Pty) Ltd,Precious Stones,Original,20140630,2.90,,2.90
PL051/2010,Tati Nickel Mining Company (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20140630,4.40,Metals,4.40
PL111/2011,African Metals (Pty) Ltd,"Base, Precious Metals",Original,20140630,7.80,Metals,7.80
PL119/2011,Eversharp Investments (Pty) Ltd,Precious Stones,Original,20140630,12.70,,12.70
PL124/2011,Kopje (Pty) Ltd,Precious Stones,Original,20140630,15.20,,15.20
PL071/2007,Geo Perspectives (Pty) Ltd,Precious Stones,Second Renewal,20140630,30.00,,30.00
PL001/2005,Matsitama Minerals Botswana (Pty) Ltd,"Base, Precious & PGMs",Extension,20140630,33.56,Metals,33.56
PL122/2011,Eversharp Investments (Pty) Ltd,Precious Stones,Original,20140630,99.00,,99.00
PL116/2011,Eversharp Investments (Pty) Ltd,Precious Stones,Original,20140630,119.60,,119.60
PL120/2011,Eversharp Investments (Pty) Ltd,Precious Stones,Original,20140630,204.50,,204.50
PL118/2011,Eversharp Investments (Pty) Ltd,Precious Stones,Original,20140630,208.30,,208.30
PL055/2005,African Energy Botswana (Pty) Ltd,Coal,Extension,20140630,212.00,Energy,212.00
PL053/2005,Sechaba Natural Resouces (Pty) Ltd,Coal,Extension,20140630,247.40,Energy,247.40
PL056/2005,Sese Power 2 (Pty) Ltd,Coal,Extension,20140630,296.20,Energy,296.20
PL057/2005,African Energy Botswana (Pty) Ltd,Coal,Extension,20140630,312.00,Energy,312.00
PL103/2011,Amves Enterprises (Pty) Ltd,Precious Stones,New Application,20140630,421.90,,421.90
PL069/2007,Mawana Minerals (Pty) Ltd,Coal,Second Renewal,20140630,453.71,Energy,453.71
PL123/2011,Eversharp Investments (Pty) Ltd,Precious Stones,Original,20140630,480.00,,480.00
PL109/2011,Mos World 08 (Pty) Ltd,"Base, Precious 8t PGMs",Original,20140630,506.20,Metals,506.20
PL353/2008,Nata Energy (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20140630,511.40,Energy,511.40
PL120/2011,Eversharp Investments (Pty) Ltd,Precious Stones,Original,20140630,558.70,,558.70
PL108/2011,Preston Investments (Pty) Ltd,Precious Stones,New Application,20140630,639.60,,639.60
PL352/2008,Nata Energy (Pty) Ltd,Coal & Coalbed Methane,First Renewal,20140630,694.40,Energy,694.40
PL036/2005,Exxaro Coal Botswana (Pty) Ltd,Coalbed Methane,Extension,20140630,697.00,Energy,697.00
PL061/2005,Sekaname (Pty) Ltd,Coalbed Methane,Extension,20140630,707.00,Energy,707.00
PL035/2005,Exxaro Coal Botswana (Pty) Ltd,Coalbed Methane,Extension,20140630,770.00,Energy,770.00
PL060/2005,Sekaname (Pty) Ltd,Coalbed Methane,Extension,20140630,773.00,Energy,773.00
PL105/2011,Amves Enterprises (Pty) Ltd,Precious Stones,Original,20140630,928.40,,"9,284,014.00"
PL104/2011,Amves Enterprises (Pty) Ltd,Precious Stones,Original,20140630,928.47,,"9,284,664.00"
PL106/2011,Amves Enterprises (Pty) Ltd,Precious Stones,Original,20140630,937.29,,"9,372,892.00"
PL037/2005,Exxaro Coal Botswana (Pty) Ltd,Coalbed Methane,Second Renewal,20140630,965.00,Energy,965.00
PL107/2011,Amves Enterprises (Pty) Ltd,Precious Stones,Original,20140630,999.51,,"9,995,055.00"
PL102/2011,Amves Enterprises (Pty) Ltd,Precious Stones,Original,20140630,,,
PL098/2011,Firestone Diamonds Limited,Precious Stones,Original,20140331,4.90,,4.90
PL067/2011,Minergy Aust (Pty) Ltd,Radioactive Minerals,Original,20140331,59.30,Radioactive Minerals,59.30
PL065/2011,Minergy Aust (Pty) Ltd,Radioactive Minerals,Original,20140331,71.90,Radioactive Minerals,71.90
PL141/2008,Maximum Flexible Systems (Pty) Ltd,Coal & Coalbed Methane,Second Renewal,20140331,147.00,Energy,147.00
PL357/2008,Round Square (Pty) Ltd,"Base,Precious & PGMs",First Renewal,20140331,249.80,Metals,249.80
PL140/2008,Maximum Flexible Systems (Pty) Ltd,Coal & Coalbed Methane,Second Renewal,20140331,266.60,Energy,266.60
PL080/2011,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",Original,20140331,488.00,Metals,488.00
PL081/2011,Triprop Holdings (Pty) Ltd,"Base, Precious & PGMs",Original,20140331,585.00,Metals,585.00
PL066/2011,Minergy Aust (Pty) Ltd,Radioactive Minerals,Original,20140331,657.30,Radioactive Minerals,657.30
PL075/2011,Cam Bow Holdings (Pty) Ltd,Radioactive Minerals,Original,20140331,786.50,Radioactive Minerals,786.50
PL078/2011,Cam Bow Holdings (Pty) Ltd,Radioactive Minerals,Original,20140330,454.70,Radioactive Minerals,454.70
PL079/2011,Cam Bow Holdings (Pty) Ltd,Radioactive Minerals,Original,20140330,607.80,Radioactive Minerals,607.80
PL073/2011,Cam Bow Holdings (Pty) Ltd,Radioactive Minerals,Original,20140330,838.60,Radioactive Minerals,838.60
PL074/2011,Cam Bow Holdings (Pty) Ltd,Radioactive Minerals,Original,20140330,937.00,Radioactive Minerals,937.00
PL076/2011,Cam Bow Holdings (Pty) Ltd,Radioactive Minerals,Original,20140330,948.20,Radioactive Minerals,948.20
PL077/2011,Cam Bow Holdings (Pty) Ltd,Radioactive Minerals,Original,20140330,996.20,Radioactive Minerals,996.20
PL351/2008,Pangolin Gold (Pty) Ltd,Precious Stones,Second Renewal,20140107,117.00,,117.00
PL021/2004,Discovery North East (Pty) Ltd,"Base, Precious 8t PGMs",Extension,20131231,40.71,Metals,40.71
PL161/2008,Triprop Holdings (Pty) Ltd,"Base, Precious 8t PGMs",First Renewal,20131231,45.43,Metals,45.43
PL020/2004,Discovery North East (Pty) Ltd,"Base, Precious 8t PGMs",Extension,20131231,73.00,Metals,73.00
PL184/2008,Firestone Diamonds Limited,Precious Stones,First Renewal,20131231,219.50,,219.50
PL032/2011,Firestone Diamonds Limited,Precious Stones,Original,20131231,246.50,,246.50
PL025/2010,Greatways Properties (Pty) Ltd,Coal & Coalbed Methane,Original,20131231,294.00,Energy,294.00
PL388/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,317.10,Metals,317.10
PL031/2011,Firestone Diamonds Limited,Precious Stones,Original,20131231,318.20,,318.20
PL062/2011,Pinette (Pty) Ltd,"Base, Precious 8t PGMs",Original,20131231,379.20,Metals,379.20
PL021/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,396.10,Radioactive Minerals,396.10
PL391/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",Original,20131231,454.50,Metals,454.50
PL026/2010,Greatways Properties (Pty) Ltd,Coal & Coalbed Methane,Original,20131231,459.30,Energy,459.30
PL001/2011,Discovery Metals Botswana (Pty) Ltd,Base & Precious metals,Original,20131231,483.70,Metals,483.70
PL029/2010,Greatways Properties (Pty) Ltd,Coal & Coalbed Methane,Original,20131231,492.20,Energy,492.20
PL023/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,495.70,Radioactive Minerals,495.70
PL061/2011,Pinette (Pty) Ltd,"Base, Precious & PGMs",Original,20131231,511.20,Metals,511.20
PL024/2010,Greatways Properties (Pty) Ltd,Coal & Coalbed Methane,Original,20131231,567.10,Energy,567.10
PL024/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,568.20,Radioactive Minerals,568.20
PL386/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,570.00,Metals,570.00
PL025/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,621.50,Radioactive Minerals,621.50
PL026/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,636.60,Radioactive Minerals,636.60
PL394/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,649.20,Metals,649.20
PL027/2010,Greatways Properties (Pty) Ltd,Coal & Coalbed Methane,Original,20131231,704.50,Energy,704.50
PL002/2011,Discovery Metals Botswana (Pty) Ltd,Base & Precious metals,Original,20131231,720.80,Metals,720.80
PL028/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,723.00,Radioactive Minerals,723.00
PL181/2008,Firestone Diamonds Limited,Precious Stones,First Renewal,20131231,738.30,,738.30
PL027/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,760.40,Radioactive Minerals,760.40
PL048/2011,Gcwihaba Resources (Pty) Ltd,Radioactive Minerals,Original,20131231,768.00,Radioactive Minerals,768.00
PL390/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,807.30,Metals,807.30
PL392/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,828.10,Metals,828.10
PL183/2008,Firestone Diamonds Limited,Precious Stones,First Renewal,20131231,838.50,,838.50
PL046/2011,Gcwihaba Resources (Pty) Ltd,Radioactive Minerals,Original,20131231,847.00,Radioactive Minerals,847.00
PL011/2011,Discovery Metals Botswana (Pty) Ltd,Base 8t Precious metals,Original,20131231,856.30,Metals,856.30
PL008/2011,Discovery Metals Botswana (Pty) Ltd,Base 8t Precious metals,Original,20131231,866.20,Metals,866.20
PL020/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,877.30,Radioactive Minerals,877.30
PL013/2011,Discovery Metals Botswana (Pty) Ltd,Base 8t Precious metals,Original,20131231,883.60,Metals,883.60
PL047/2011,Gcwihaba Resources (Pty) Ltd,Radioactive Minerals,Original,20131231,906.80,Radioactive Minerals,906.80
PL028/2010,Greatways Properties (Pty) Ltd,Coal & Coalbed Methane,Original,20131231,909.10,Energy,909.10
PL005/2011,Discovery Metals Botswana (Pty) Ltd,Base & Precious metals,Original,20131231,914.80,Metals,914.80
PL007/2011,Discovery Metals Botswana (Pty) Ltd,Base 8t Precious metals,Original,20131231,933.50,Metals,933.50
PL393/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,937.50,Metals,937.50
PL004/2011,Discovery Metals Botswana (Pty) Ltd,Base & Precious metals,Original,20131231,950.40,Metals,950.40
PL010/2011,Discovery Metals Botswana (Pty) Ltd,Base 8t Precious metals,Original,20131231,958.00,Metals,958.00
PL006/2011,Discovery Metals Botswana (Pty) Ltd,Base 8t Precious metals,Original,20131231,962.40,Metals,962.40
PL387/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,964.90,Metals,964.90
PL395/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,971.40,Metals,971.40
PL049/2011,Gcwihaba Resources (Pty) Ltd,Radioactive Minerals,Original,20131231,973.40,Radioactive Minerals,973.40
PL003/2011,Discovery Metals Botswana (Pty) Ltd,Base & Precious metals,Original,20131231,974.80,Metals,974.80
PL389/2008,Gcwihaba Resources (Pty) Ltd,"Base, Precious & PGMs",First Renewal,20131231,978.60,Metals,978.60
PL009/2011,Discovery Metals Botswana (Pty) Ltd,Base 8t Precious metals,Original,20131231,982.70,Metals,982.70
PL012/2011,Discovery Metals Botswana (Pty) Ltd,Base & Precious metals,Original,20131231,983.10,Metals,983.10
PL045/2011,Gcwihaba Resources (Pty) Ltd,Radioactive Minerals,Original,20131231,"1,000.00",Radioactive Minerals,"1,000.00"
PL050/2011,Gcwihaba Resources (Pty) Ltd,Radioactive Minerals,Original,20131231,"1,000.00",Radioactive Minerals,"1,000.00"
PL022/2011,Icilion Investment (Pty) Ltd,Radioactive Minerals,Original,20131231,"1,000.00",Radioactive Minerals,"1,000.00"
PL223/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,First Renewal,20131230,10.05,,10.05
PL225/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,First Renewal,20131230,17.04,,17.04
PL227/2007,Sekaka Diamonds (Pty) Ltd,Precious Stones,First Renewal,20131230,137.31,,137.31
folio 8,,Coal & Coalbed Methane,new,20131230,477.00,Energy,477.00
folio 4,,Coal & Coalbed Methane,new,20131230,644.00,Energy,644.00
folio 1,,Coal & Coalbed Methane,new,20131230,721.00,Energy,721.00
folio 9,,Coal & Coalbed Methane,new,20131230,729.00,Energy,729.00
folio 7,,Coal & Coalbed Methane,new,20131230,827.00,Energy,827.00
folio 5,,Coal & Coalbed Methane,new,20131230,846.00,Energy,846.00
folio 2,,Coal & Coalbed Methane,new,20131230,870.00,Energy,870.00
folio 3,,Coal & Coalbed Methane,new,20131230,878.00,Energy,878.00
folio 12,,Coal & Coalbed Methane,new,20131230,925.00,Energy,925.00
folio 18,,Coal & Coalbed Methane,new,20131230,928.00,Energy,928.00
folio 6,,Coal & Coalbed Methane,new,20131230,957.00,Energy,957.00
folio 11,,Coal & Coalbed Methane,new,20131230,975.00,Energy,975.00
folio 13,,Coal & Coalbed Methane,new,20131230,992.00,Energy,992.00
PL171/2010,Lebatla Holdings (Pty) Ltd,Precious Stones,Original,20130930,11.00,,11.00
PL195/2010,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20130930,15.60,Metals,15.60
PL196/2010,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20130930,46.00,Metals,46.00
PL210/2010,Tati Nickel Mining Company (Pty) Ltd,"Base, Precious 8t PGMs",Original,20130930,46.80,Metals,46.80
PL172/2010,Lebatla Holdings (Pty) Ltd,Precious Stones,Original,20130930,74.00,,74.00
PL198/2010,Fairfeat (Pty) Ltd,"Base, Precious 8t PGMs",Original,20130930,167.50,Metals,167.50
PL197/2010,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20130930,197.00,Metals,197.00
PL202/2010,Central South Resources Botswana Liability Co.(Pty) Ltd,"Base, Precious & PGMs",Original,20130930,246.00,Metals,246.00
PL194/2010,Zhong Gan Engineering & Construction (Pty) Ltd,"Base, Precious Metals",Original,20130930,306.20,Metals,306.20
PL138/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,455.50,Metals,455.50
PL203/2010,Central South Resources Botswana Liability Co.(Pty) Ltd,"Base, Precious & PGMs",Original,20130930,605.50,Metals,605.50
PL145/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,654.70,Metals,654.70
PL142/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,696.80,Metals,696.80
PL140/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,731.90,Metals,731.90
PL144/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,746.60,Metals,746.60
PL143/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,751.10,Metals,751.10
PL204/2010,Central South Resources Botswana Liability Co.(Pty) Ltd,"Base, Precious & PGMs",Original,20130930,802.50,Metals,802.50
PL139/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,830.00,Metals,830.00
PL137/2010,Pinette (Pty) Ltd,Coal 8t Coalbed Methane,Original,20130930,852.10,Metals,852.10
PL147/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,890.80,Metals,890.80
PL199/2010,Manica Minerals Limited,"PGM's precious-metals, base-metals & nuclear fuels",Original,20130930,907.00,Metals,907.00
PL141/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,923.20,Metals,923.20
PL205/2010,Central South Resources Botswana Liability Co.(Pty) Ltd,"Base, Precious & PGMs",Original,20130930,948.00,Metals,948.00
PL146/2010,Pinette (Pty) Ltd,Base 8t Precious metals,Original,20130930,970.60,Metals,970.60
PL148/2010,Pinette (Pty) Ltd,Base & Precious metals,Original,20130930,"1,000.00",Metals,"1,000.00"
PL124/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,5.00,Radioactive Minerals,5.00
PL070/2006,Manica Minerals Limited,"PGM's precious-metals, base-metals & nuclearfuels",Second Renewal,20130630,22.13,Metals & Radioactive,22.13
PL116/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,83.00,Radioactive Minerals,83.00
PL069/2006b,Manica Minerals Limited,"PGM's precious-metals, base-metals & nuclear fuels",Second Renewal,20130630,90.72,Metals,90.72
PL067/2006b,Manica Minerals Limited,"PGM's precious-metals, base-metals & nuclear fuels",Second Renewal,20130630,130.79,Metals & Radioactive,130.79
PL126/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,178.00,Radioactive Minerals,178.00
PL122/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,236.00,Radioactive Minerals,236.00
PL052/2006,Manica Minerals Limited,"PGM's precious-metals, base-metals & nuclearfuels",Second Renewal,20130630,241.40,Metals,241.40
PL120/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,255.00,Radioactive Minerals,255.00
PL051/2006,Manica Minerals Limited,"PGM’s precious-metals, base-metals & nuclearfuels",Second Renewal,20130630,418.20,Metals & Radioactive,418.20
PL121/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,422.00,Radioactive Minerals,422.00
PL127/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,429.00,Radioactive Minerals,429.00
PL128/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,478.00,Radioactive Minerals,478.00
PL168/2010,Meerkat Energy Botswana (Pty) Ltd,Coal & Coalbed Methane,Original,20130630,501.60,Energy,501.60
PL104/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,521.00,Radioactive Minerals,521.00
PL166/2010,African Coal & Gas Corpporation Limited,Coal,Original,20130630,533.80,Energy,533.80
PL049/2006,Manica Minerals Limited,"PGM's precious-metals, base-metals & nuclearfuels",Second Renewal,20130630,541.61,Metals & Radioactive,541.61
PL016/2004,Matsitama Minerals Botswana (Pty) Ltd,"Base, Precious & PGMs",Extension,20130630,574.00,Metals,574.00
PL118/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,604.00,Radioactive Minerals,604.00
PL119/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,660.00,Radioactive Minerals,660.00
PL117/2008,Icilion Investment (Pty) Ltd,Radioactive Minerals,First Renewal,20130630,673.00,Radioactive Minerals,673.00
PL151/2010,Gcwihaba Resources (Pty) Ltd,Radioactive,New Application,20130630,711.00,Radioactive Minerals,711.00
